href,name,born,died,birthplace,deathplace,birth_lon,birth_lat,death_lon,death_lat
https://en.wikipedia.org/wiki/Kari_edwards,Kari edwards,1954,2006,,"San Francisco, California",0,0,-122.419906,37.7790262
https://en.wikipedia.org/wiki/Terry_Ehret,Terry Ehret,1955,,,,0,0,0,0
https://en.wikipedia.org/wiki/Max_Ehrmann,Max Ehrmann,1872,1945,"Terre Haute, Indiana",,-87.4139119,39.4667025,0,0
https://en.wikipedia.org/wiki/Larry_Eigner,Larry Eigner,1927,1996,,,0,0,0,0
https://en.wikipedia.org/wiki/Loren_Eiseley,Loren Eiseley,1907,1977,"Lincoln, Nebraska",Philadelphia,-96.7077751,40.8088861,-75.1635262,39.9527237
https://en.wikipedia.org/wiki/T._S._Eliot,T. S. Eliot,1888,1965,"St. Louis, Missouri",London,-90.1910154,38.6280278,-0.14405508452768700,51.4893335
https://en.wikipedia.org/wiki/James_Emanuel,James Emanuel,1921,2013,,,0,0,0,0
https://en.wikipedia.org/wiki/Lynn_Emanuel,Lynn Emanuel,1949,,,,0,0,0,0
https://en.wikipedia.org/wiki/Claudia_Emerson,Claudia Emerson,1957,,"Chatham, Virginia","Richmond, Virginia",-79.3980806,36.8256943,-77.43428,37.5385087
https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson,Ralph Waldo Emerson,1803,1882,Boston,"Concord, Massachusetts",-71.060511,42.3554334,-71.3488963,42.4605189
https://en.wikipedia.org/wiki/Paul_Engle,Paul Engle,1908,1991,,,0,0,0,0
https://en.wikipedia.org/wiki/Theodore_Enslin,Theodore Enslin,1925,2011,,,0,0,0,0
https://en.wikipedia.org/wiki/Daniel_Mark_Epstein,Daniel Mark Epstein,1948,,"Washington, D.C.",,-77.0365427,38.8950368,0,0
https://en.wikipedia.org/wiki/Elaine_Equi,Elaine Equi,1953,,,,0,0,0,0
https://en.wikipedia.org/wiki/Clayton_Eshleman,Clayton Eshleman,1935,2021,,,0,0,0,0
https://en.wikipedia.org/wiki/Mart%C3%ADn_Espada,Martín Espada,1957,,"Brooklyn, New York",,-73.9497211,40.6526006,0,0
https://en.wikipedia.org/wiki/Willard_R._Espy,Willard R. Espy,1910,1999,"Olympia, Washington",New York City,-122.8950075,47.0451022,-74.0060152,40.7127281
https://en.wikipedia.org/wiki/Maggie_Estep,Maggie Estep,1963,2014,,"Albany, New York",0,0,-73.754968,42.6511674
https://en.wikipedia.org/wiki/Jerry_Estrin,Jerry Estrin,1947,1993,,,0,0,0,0
https://en.wikipedia.org/wiki/David_Allan_Evans,David Allan Evans,1940,,,,0,0,0,0
https://en.wikipedia.org/wiki/Mari_Evans,Mari Evans,1923,2017,"Toledo, Ohio","Indianapolis, Indiana",-83.5378173,41.6529143,-86.1583502,39.7683331
https://en.wikipedia.org/wiki/Landis_Everson,Landis Everson,1926,2007,,,0,0,0,0
https://en.wikipedia.org/wiki/William_Everson_(poet),William Everson (poet),1912,1994,,,0,0,0,0
https://en.wikipedia.org/wiki/Eve_Ewing,Eve Ewing,1986,,,,0,0,0,0
https://en.wikipedia.org/wiki/Ruth_Fainlight,Ruth Fainlight,1931,,,,0,0,0,0
https://en.wikipedia.org/wiki/B._H._Fairchild,B. H. Fairchild,1942,,,,0,0,0,0
https://en.wikipedia.org/wiki/Noah_Falck,Noah Falck,1977,,,,0,0,0,0
https://en.wikipedia.org/wiki/William_Clark_Falkner,William Clark Falkner,1825,1889,,,0,0,0,0
https://en.wikipedia.org/wiki/Joel_Fallon,Joel Fallon,1931,2016,,,0,0,0,0
https://en.wikipedia.org/wiki/Roger_Fanning,Roger Fanning,1962,,,,0,0,0,0
https://en.wikipedia.org/wiki/Norma_Farber,Norma Farber,1909,1984,,,0,0,0,0
https://en.wikipedia.org/wiki/Patricia_Fargnoli,Patricia Fargnoli,1937,2021,,,0,0,0,0
https://en.wikipedia.org/wiki/John_C._Farrar,John C. Farrar,1896,1974,"Burlington, Vermont",,-73.212906,44.4761601,0,0
https://en.wikipedia.org/wiki/Jessie_Redmon_Fauset,Jessie Redmon Fauset,1882,1961,"Camden County, New Jersey",Philadelphia,-74.968553,39.8014709,-75.1635262,39.9527237
https://en.wikipedia.org/wiki/Kenneth_Fearing,Kenneth Fearing,1902,1961,"Oak Park, Illinois",New York City,-87.7887615,41.8878145,-74.0060152,40.7127281
https://en.wikipedia.org/wiki/Frederick_Feirstein,Frederick Feirstein,1940,,,,0,0,0,0
https://en.wikipedia.org/wiki/Irving_Feldman,Irving Feldman,1928,,Coney Island,,-73.99217527476980,40.57580705,0,0
https://en.wikipedia.org/wiki/Lawrence_Ferlinghetti,Lawrence Ferlinghetti,1919,2021,"Yonkers, New York",,-73.8987469,40.9312099,0,0
https://en.wikipedia.org/wiki/Bessie_Alexander_Ficklen,Bessie Alexander Ficklen,1861,1945,"Fredericksburg, Virginia","Chatham County, Georgia",-77.4605399,38.3031837,-81.0626008,31.9668887
https://en.wikipedia.org/wiki/Eugene_Field,Eugene Field,1850,1895,"St. Louis, Missouri","Chicago, Illinois",-90.1910154,38.6280278,-87.6244212,41.8755616
https://en.wikipedia.org/wiki/Rachel_Field,Rachel Field,1894,1942,,,0,0,0,0
https://en.wikipedia.org/wiki/James_T._Fields,James T. Fields,1817,1881,"Portsmouth, New Hampshire",Boston,-70.7548621,43.0702223,-71.060511,42.3554334
https://en.wikipedia.org/wiki/Annie_Finch,Annie Finch,1956,,"New Rochelle, New York",,-73.7826363,40.9115386,0,0
https://en.wikipedia.org/wiki/Mike_Finley,Mike Finley,1950,2020,,,0,0,0,0
https://en.wikipedia.org/wiki/Charles_C._Finn,Charles C. Finn,1941,,,,0,0,0,0
https://en.wikipedia.org/wiki/Max_Finstein,Max Finstein,1924,1982,,,0,0,0,0
https://en.wikipedia.org/wiki/Ann_Fisher-Wirth,Ann Fisher-Wirth,1947,,,,0,0,0,0
https://en.wikipedia.org/wiki/Bob_Flanagan_(performance_artist),Bob Flanagan (performance artist),1952,1996,New York City,"Long Beach, California",-74.0060152,40.7127281,-118.191604,33.7690164
https://en.wikipedia.org/wiki/John_Gould_Fletcher,John Gould Fletcher,1886,1950,,,0,0,0,0
https://en.wikipedia.org/wiki/Roland_Flint,Roland Flint,1934,2001,,,0,0,0,0
https://en.wikipedia.org/wiki/Nick_Flynn,Nick Flynn,1960,,"Scituate, Massachusetts",,-70.7697128,42.1939754,0,0
https://en.wikipedia.org/wiki/Jack_Foley_(poet),Jack Foley (poet),1940,,,,0,0,0,0
https://en.wikipedia.org/wiki/Carolyn_Forch%C3%A9,Carolyn Forché,1950,,"Detroit, Michigan",,-83.0466403,42.3315509,0,0
https://en.wikipedia.org/wiki/John_M._Ford,John M. Ford,1957,2006,"East Chicago, Indiana",,-87.4548466,41.6397857,0,0
https://en.wikipedia.org/wiki/Sam_Walter_Foss,Sam Walter Foss,1858,1911,"Candia, New Hampshire",Boston,-71.277237,43.077916,-71.060511,42.3554334
https://en.wikipedia.org/wiki/Sarah_Fox,Sarah Fox,1966,,,,0,0,0,0
https://en.wikipedia.org/wiki/FrancEyE,FrancEyE,,,,"Greenbrae, California",0,0,-122.5247031,37.9485356
https://en.wikipedia.org/wiki/Gregory_Fraser,Gregory Fraser,1963,,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Frazier_(writer),Robert Frazier (writer),1951,,"Ayer, Massachusetts",,-71.5882561,42.5595807,0,0
https://en.wikipedia.org/wiki/Grace_Beacham_Freeman,Grace Beacham Freeman,1916,2002,,"Asheville, North Carolina",0,0,-82.5528478,35.595076
https://en.wikipedia.org/wiki/Joseph_Lewis_French,Joseph Lewis French,1858,1936,,,0,0,0,0
https://en.wikipedia.org/wiki/Philip_Freneau,Philip Freneau,1752,1832,New York City,"Matawan, New Jersey",-74.0060152,40.7127281,-74.2295891,40.41483
https://en.wikipedia.org/wiki/Emily_Kendal_Frey,Emily Kendal Frey,1976,,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Frost,Robert Frost,1874,1963,San Francisco,Boston,-122.419906,37.7790262,-71.060511,42.3554334
https://en.wikipedia.org/wiki/Gwen_Frostic,Gwen Frostic,1906,2001,"Sandusky, Michigan","Benzonia, Michigan",-82.829657,43.420299,-86.099258,44.621389
https://en.wikipedia.org/wiki/Gene_Frumkin,Gene Frumkin,1928,2007,,,0,0,0,0
https://en.wikipedia.org/wiki/Nan_Fry,Nan Fry,,2016,,,0,0,0,0
https://en.wikipedia.org/wiki/Gloria_Frym,Gloria Frym,1947,,,,0,0,0,0
https://en.wikipedia.org/wiki/Alice_Fulton,Alice Fulton,1952,,,,0,0,0,0
https://en.wikipedia.org/wiki/Georgie_Starbuck_Galbraith,Georgie Starbuck Galbraith,1909,1980,,,0,0,0,0
https://en.wikipedia.org/wiki/Vi_Gale,Vi Gale,1917,2007,Dalarna County,"Portland, Oregon",14.215087316959100,61.060377850000000,-122.674194,45.5202471
https://en.wikipedia.org/wiki/Tess_Gallagher,Tess Gallagher,1943,,,,0,0,0,0
https://en.wikipedia.org/wiki/James_Galvin_(poet),James Galvin (poet),1951,,,,0,0,0,0
https://en.wikipedia.org/wiki/Forrest_Gander,Forrest Gander,1956,,"Barstow, California",,-117.0244313,34.8986215,0,0
https://en.wikipedia.org/wiki/Deborah_Garrison,Deborah Garrison,1965,,,,0,0,0,0
https://en.wikipedia.org/wiki/Dan_Gerber,Dan Gerber,1940,,,,0,0,0,0
https://en.wikipedia.org/wiki/Amy_Gerstler,Amy Gerstler,1956,,,,0,0,0,0
https://en.wikipedia.org/wiki/Charles_Ghigna,Charles Ghigna,,,"Bayside, Queens",,-73.7770774,40.7684351,0,0
https://en.wikipedia.org/wiki/Dobby_Gibson,Dobby Gibson,1969,,,,0,0,0,0
https://en.wikipedia.org/wiki/Jack_Gilbert,Jack Gilbert,1925,2012,"Pittsburgh, Pennsylvania","Berkeley, California",-79.9900861,40.4416941,-122.272863,37.8708393
https://en.wikipedia.org/wiki/Annie_Somers_Gilchrist,Annie Somers Gilchrist,1841,1912,"Dresden, Tennessee","Nashville, Tennessee",-88.7081123,36.2914512,-86.7742984,36.1622767
https://en.wikipedia.org/wiki/Strickland_Gillilan,Strickland Gillilan,1869,1954,,,0,0,0,0
https://en.wikipedia.org/wiki/Allen_Ginsberg,Allen Ginsberg,1926,1997,"Newark, New Jersey",,-74.1723667,40.735657,0,0
https://en.wikipedia.org/wiki/Daniela_Gioseffi,Daniela Gioseffi,1941,,,,0,0,0,0
https://en.wikipedia.org/wiki/Nikki_Giovanni,Nikki Giovanni,1943,,"Knoxville, Tennessee",,-83.9210261,35.9603948,0,0
https://en.wikipedia.org/wiki/David_Gitin,David Gitin,1941,2015,,"Key Largo, Florida",0,0,-80.4240159821747,25.109291
https://en.wikipedia.org/wiki/Michael_Gizzi,Michael Gizzi,1949,2010,,,0,0,0,0
https://en.wikipedia.org/wiki/Peter_Gizzi,Peter Gizzi,1959,,"Pittsfield, Massachusetts",,-73.260018,42.451302,0,0
https://en.wikipedia.org/wiki/Jesse_Glass,Jesse Glass,1954,,,,0,0,0,0
https://en.wikipedia.org/wiki/Louise_Gl%C3%BCck,Louise Glück,1943,,,,0,0,0,0
https://en.wikipedia.org/wiki/Patricia_Goedicke,Patricia Goedicke,1931,2006,,,0,0,0,0
https://en.wikipedia.org/wiki/Albert_Goldbarth,Albert Goldbarth,1948,,,,0,0,0,0
https://en.wikipedia.org/wiki/Kenneth_Goldsmith,Kenneth Goldsmith,1961,,"Freeport, New York",,-73.5835826,40.6576071,0,0
https://en.wikipedia.org/wiki/Laurence_Goldstein,Laurence Goldstein,1943,,,,0,0,0,0
https://en.wikipedia.org/wiki/Jose_B._Gonzalez,Jose B. Gonzalez,1967,,"San Salvador, El Salvador",,-89.1914249,13.6989939,0,0
https://en.wikipedia.org/wiki/Rigoberto_Gonz%C3%A1lez,Rigoberto González,1970,,,,0,0,0,0
https://en.wikipedia.org/wiki/Rodolfo_Gonzales,Rodolfo Gonzales,1928,2005,,,0,0,0,0
https://en.wikipedia.org/wiki/Goodale_Sisters,Goodale Sisters,,,,,0,0,0,0
https://en.wikipedia.org/wiki/Kevin_Goodan,Kevin Goodan,,,,,0,0,0,0
https://en.wikipedia.org/wiki/Alice_Goodman,Alice Goodman,1958,,,,0,0,0,0
https://en.wikipedia.org/wiki/Paul_Goodman_(writer),Paul Goodman (writer),1911,1972,New York City,New Hampshire,-74.0060152,40.7127281,-71.6553992,43.4849133
https://en.wikipedia.org/wiki/Hedwig_Gorski,Hedwig Gorski,1949,,"Trenton, New Jersey",,-74.7659,40.2203074,0,0
https://en.wikipedia.org/wiki/Hannah_Flagg_Gould,Hannah Flagg Gould,1789,1865,,,0,0,0,0
https://en.wikipedia.org/wiki/Janice_Gould,Janice Gould,1949,2019,San Diego,"Colorado Springs, Colorado",-117.1627728,32.7174202,-104.825348,38.8339578
https://en.wikipedia.org/wiki/David_Graham_(American_poet),David Graham (American poet),,,,,0,0,0,0
https://en.wikipedia.org/wiki/Jorie_Graham,Jorie Graham,1950,,New York City,,-74.0060152,40.7127281,0,0
https://en.wikipedia.org/wiki/Judy_Grahn,Judy Grahn,1940,,,,0,0,0,0
https://en.wikipedia.org/wiki/Alex_Grant_(poet),Alex Grant (poet),,,,,0,0,0,0
https://en.wikipedia.org/wiki/Adelia_Cleopatra_Graves,Adelia Cleopatra Graves,1821,1895,"Kingsville, Ohio","Winchester, Tennessee",-80.6766179,41.890774,-86.1118359,35.1859901
https://en.wikipedia.org/wiki/Julia_Boynton_Green,Julia Boynton Green,1861,1957,"South Byron, New York",Los Angeles,-78.0657989,43.0482873,-118.242766,34.0536909
https://en.wikipedia.org/wiki/Samuel_Green_(poet),Samuel Green (poet),1948,,,,0,0,0,0
https://en.wikipedia.org/wiki/Debora_Greger,Debora Greger,1949,,"Walsenburg, Colorado",,-104.780995,37.6235234,0,0
https://en.wikipedia.org/wiki/Linda_Gregerson,Linda Gregerson,1950,,,,0,0,0,0
https://en.wikipedia.org/wiki/Linda_Gregg,Linda Gregg,1942,2019,,New York City,0,0,-74.0060152,40.7127281
https://en.wikipedia.org/wiki/Horace_Gregory,Horace Gregory,1898,1982,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Grenier_(poet),Robert Grenier (poet),1941,,,,0,0,0,0
https://en.wikipedia.org/wiki/Susan_Griffin,Susan Griffin,1943,,Los Angeles,,-118.242766,34.0536909,0,0
https://en.wikipedia.org/wiki/Hannah_Griffitts,Hannah Griffitts,1727,1817,,,0,0,0,0
https://en.wikipedia.org/wiki/Mariela_Griffor,Mariela Griffor,1961,,"Concepción, Chile",,-73.0502399,-36.8270795,0,0
https://en.wikipedia.org/wiki/Angelina_Weld_Grimk%C3%A9,Angelina Weld Grimké,1880,1948,"Boston, Massachusetts",,-71.060511,42.3554334,0,0
https://en.wikipedia.org/wiki/Charlotte_Forten_Grimk%C3%A9,Charlotte Forten Grimké,1837,1914,Philadelphia,,-75.1635262,39.9527237,0,0
https://en.wikipedia.org/wiki/Allen_Grossman,Allen Grossman,1932,2014,,"Chelsea, Massachusetts",0,0,-71.0328284,42.3917638
https://en.wikipedia.org/wiki/Dorothea_Grossman,Dorothea Grossman,1937,2012,,,0,0,0,0
https://en.wikipedia.org/wiki/Gabriel_Gudding,Gabriel Gudding,1966,,,,0,0,0,0
https://en.wikipedia.org/wiki/Charles_Guenther,Charles Guenther,1920,2008,,,0,0,0,0
https://en.wikipedia.org/wiki/Barbara_Guest,Barbara Guest,1920,2006,"Wilmington, North Carolina","Berkeley, California",-77.9447107,34.2257282,-122.272863,37.8708393
https://en.wikipedia.org/wiki/Edgar_Guest,Edgar Guest,1891,1959,Birmingham,"Detroit, Michigan",0,0,0,0
https://en.wikipedia.org/wiki/Louise_Imogen_Guiney,Louise Imogen Guiney,1861,1920,"Roxbury, Massachusetts","Gloucestershire, England",0,0,0,0
https://en.wikipedia.org/wiki/Arthur_Guiterman,Arthur Guiterman,1871,1943,,,0,0,0,0
https://en.wikipedia.org/wiki/R._S._Gwynn,R. S. Gwynn,1948,,"Eden, North Carolina",,0,0,0,0
https://en.wikipedia.org/wiki/Beth_Gylys,Beth Gylys,1964,,,,0,0,0,0
https://en.wikipedia.org/wiki/Brion_Gysin,Brion Gysin,1916,1986,Taplow,,0,0,0,0
https://en.wikipedia.org/wiki/H.D.,H.D.,,,"Bethlehem, Pennsylvania",Zürich,0,0,0,0
https://en.wikipedia.org/wiki/Rachel_Hadas,Rachel Hadas,1948,,,,0,0,0,0
https://en.wikipedia.org/wiki/Elizabeth_Hadaway,Elizabeth Hadaway,,,,,0,0,0,0
https://en.wikipedia.org/wiki/Hermann_Hagedorn,Hermann Hagedorn,1882,1964,,,0,0,0,0
https://en.wikipedia.org/wiki/Jessica_Hagedorn,Jessica Hagedorn,1949,,Manila,,0,0,0,0
https://en.wikipedia.org/wiki/Lucie_Caroline_Hager,Lucie Caroline Hager,1853,1903,"Littleton, Massachusetts","Boxborough, Massachusetts",0,0,0,0
https://en.wikipedia.org/wiki/Richard_Hague,Richard Hague,1947,,,,0,0,0,0
https://en.wikipedia.org/wiki/Kimiko_Hahn,Kimiko Hahn,1955,,"Mount Kisco, New York",,0,0,0,0
https://en.wikipedia.org/wiki/John_Haines,John Haines,1924,2011,,,0,0,0,0
https://en.wikipedia.org/wiki/Donald_Hall,Donald Hall,1928,2018,"Hamden, Connecticut","Wilmot, New Hampshire",0,0,0,0
https://en.wikipedia.org/wiki/Louisa_Jane_Hall,Louisa Jane Hall,1802,1892,,"Cambridge, Massachusetts",0,0,0,0
https://en.wikipedia.org/wiki/Fitz-Greene_Halleck,Fitz-Greene Halleck,1790,1867,"Guilford, Connecticut","Guilford, Connecticut",-72.6736148,41.2757205,-72.6736148,41.2757205
https://en.wikipedia.org/wiki/Moyshe-Leyb_Halpern,Moyshe-Leyb Halpern,1886,1932,,,0,0,0,0
https://en.wikipedia.org/wiki/Barbara_Hamby,Barbara Hamby,1952,,,,0,0,0,0
https://en.wikipedia.org/wiki/Jupiter_Hammon,Jupiter Hammon,1711,1806,,,0,0,0,0
https://en.wikipedia.org/wiki/William_Harmon,William Harmon,1938,,,,0,0,0,0
https://en.wikipedia.org/wiki/Jim_Harrison,Jim Harrison,1937,2017,"Grayling, Michigan","Patagonia, Arizona",-84.714637,44.661517,-110.753927,31.5402016
https://en.wikipedia.org/wiki/Carla_Harryman,Carla Harryman,1952,,,,0,0,0,0
https://en.wikipedia.org/wiki/Alamgir_Hashmi,Alamgir Hashmi,1951,,"Lahore, Pakistan",,74.3141829,31.5656822,0,0
https://en.wikipedia.org/wiki/Robert_Hass,Robert Hass,1941,,San Francisco,,-122.419906,37.7790262,0,0
https://en.wikipedia.org/wiki/Katherine_Hastings,Katherine Hastings,,,,,0,0,0,0
https://en.wikipedia.org/wiki/William_K._Hathaway,William K. Hathaway,1944,,,,0,0,0,0
https://en.wikipedia.org/wiki/Julian_Hawthorne,Julian Hawthorne,1846,1934,"Salem, Massachusetts","San Francisco, California",-70.8967226,42.5195292,-122.419906,37.7790262
https://en.wikipedia.org/wiki/Robert_Hayden,Robert Hayden,1913,1980,Detroit,"Ann Arbor, Michigan",-83.0466403,42.3315509,-83.7312291,42.2681569
https://en.wikipedia.org/wiki/Terrance_Hayes,Terrance Hayes,1971,,,,0,0,0,0
https://en.wikipedia.org/wiki/Paul_Hamilton_Hayne,Paul Hamilton Hayne,1830,1886,"Charleston, South Carolina",,-79.9399309,32.7884363,0,0
https://en.wikipedia.org/wiki/Tony_Haynes_(American_musician),Tony Haynes (American musician),1960,,,,0,0,0,0
https://en.wikipedia.org/wiki/William_Shakespeare_Hays,William Shakespeare Hays,1837,1907,"Louisville, Kentucky",,-85.759407,38.2542376,0,0
https://en.wikipedia.org/wiki/Steve_Healey,Steve Healey,1966,,Cardiff,Nahri Saraj District,-3.1791934,51.4816546,64.6119531,31.7757701
https://en.wikipedia.org/wiki/Trebor_Healey,Trebor Healey,,,,,0,0,0,0
https://en.wikipedia.org/wiki/Eloise_Klein_Healy,Eloise Klein Healy,1943,,,,0,0,0,0
https://en.wikipedia.org/wiki/Josephine_D._Heard,Josephine D. Heard,1861,1921,,,0,0,0,0
https://en.wikipedia.org/wiki/Anthony_Hecht,Anthony Hecht,1923,2004,,,0,0,0,0
https://en.wikipedia.org/wiki/Jennifer_Michael_Hecht,Jennifer Michael Hecht,1965,,"Glen Cove, New York",,-73.6319174,40.8641845,0,0
https://en.wikipedia.org/wiki/Allison_Hedge_Coke,Allison Hedge Coke,1958,,,,0,0,0,0
https://en.wikipedia.org/wiki/Lyn_Hejinian,Lyn Hejinian,1941,,,,0,0,0,0
https://en.wikipedia.org/wiki/Michael_Heller_(poet),Michael Heller (poet),1937,,,,0,0,0,0
https://en.wikipedia.org/wiki/Essex_Hemphill,Essex Hemphill,1957,1995,"Chicago, Illinois",,-87.6244212,41.8755616,0,0
https://en.wikipedia.org/wiki/Alice_Corbin_Henderson,Alice Corbin Henderson,1881,1949,,"Tesuque, New Mexico",0,0,-105.9323157,35.7624272
https://en.wikipedia.org/wiki/Nancy_A._Henry,Nancy A. Henry,1961,,"Chipley, Florida",,-85.538541,30.7818584,0,0
https://en.wikipedia.org/wiki/S._M._I._Henry,S. M. I. Henry,1839,1900,"Albion, Pennsylvania","Graysville, Tennessee",-80.3664542,41.8906112,-85.0844001,35.4470137
https://en.wikipedia.org/wiki/Oliver_Herford,Oliver Herford,1863,1935,,,0,0,0,0
https://en.wikipedia.org/wiki/Harvey_Hess,Harvey Hess,1939,2012,"Waterloo, Iowa",,-92.3328743,42.498275,0,0
https://en.wikipedia.org/wiki/William_Heyen,William Heyen,1940,,,,0,0,0,0
https://en.wikipedia.org/wiki/Grace_Hibbard,Grace Hibbard,,1911,Boston,San Francisco,-71.060511,42.3554334,-122.419906,37.7790262
https://en.wikipedia.org/wiki/Leland_Hickman,Leland Hickman,1934,1991,,,0,0,0,0
https://en.wikipedia.org/wiki/Bob_Hicok,Bob Hicok,1960,,,,0,0,0,0
https://en.wikipedia.org/wiki/Dick_Higgins,Dick Higgins,1938,1998,"Cambridge, England",Quebec City,0.1186637,52.2055314,-71.2084061,46.8137431
https://en.wikipedia.org/wiki/Scott_Hightower,Scott Hightower,1952,,,,0,0,0,0
https://en.wikipedia.org/wiki/Conrad_Hilberry,Conrad Hilberry,1928,2017,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Hillyer,Robert Hillyer,1895,1961,"East Orange, New Jersey","Wilmington, Delaware",-74.2048677,40.767323,-75.546589,39.7459468
https://en.wikipedia.org/wiki/Ellen_Hinsey,Ellen Hinsey,1960,,,,0,0,0,0
https://en.wikipedia.org/wiki/Edward_Hirsch,Edward Hirsch,1950,,,,0,0,0,0
https://en.wikipedia.org/wiki/Jane_Hirshfield,Jane Hirshfield,1953,,,,0,0,0,0
https://en.wikipedia.org/wiki/Jack_Hirschman,Jack Hirschman,1933,2021,,San Francisco,0,0,-122.419906,37.7790262
https://en.wikipedia.org/wiki/George_Hitchcock_(poet),George Hitchcock (poet),1914,2010,,,0,0,0,0
https://en.wikipedia.org/wiki/H._L._Hix,H. L. Hix,1960,,,,0,0,0,0
https://en.wikipedia.org/wiki/Tony_Hoagland,Tony Hoagland,1953,2018,,,0,0,0,0
https://en.wikipedia.org/wiki/Allen_Hoey,Allen Hoey,1952,2010,,,0,0,0,0
https://en.wikipedia.org/wiki/Linda_Hogan_(writer),Linda Hogan (writer),1947,,,,0,0,0,0
https://en.wikipedia.org/wiki/Daniel_Hoffman,Daniel Hoffman,1923,2013,,"Haverford, Pennsylvania",0,0,-75.2943516,40.0131672
https://en.wikipedia.org/wiki/Roald_Hoffmann,Roald Hoffmann,1937,,Złoczów,,24.8988858,49.8056522,0,0
https://en.wikipedia.org/wiki/John_Hollander,John Hollander,1929,2013,Manhattan,"Branford, Connecticut",-73.95905442771000,40.7814865,-72.8150989,41.2795414
https://en.wikipedia.org/wiki/Bill_Holm_(poet),Bill Holm (poet),1943,2009,,,0,0,0,0
https://en.wikipedia.org/wiki/Bob_Holman,Bob Holman,1948,,,,0,0,0,0
https://en.wikipedia.org/wiki/M._Carl_Holman,M. Carl Holman,1919,1988,,,0,0,0,0
https://en.wikipedia.org/wiki/Oliver_Wendell_Holmes_Sr.,Oliver Wendell Holmes Sr.,1809,1894,"Cambridge, Massachusetts",Boston,-71.1040018,42.3655767,-71.060511,42.3554334
https://en.wikipedia.org/wiki/Dennis_Holt,Dennis Holt,1942,,"Hollywood, Los Angeles, California",,-118.329523,34.0980031,0,0
https://en.wikipedia.org/wiki/Garrett_Hongo,Garrett Hongo,1951,,"Volcano, Hawai'i",,-155.233984,19.4297676,0,0
https://en.wikipedia.org/wiki/Edwin_Honig,Edwin Honig,1919,2011,Brooklyn,"Providence, Rhode Island",-73.9497211,40.6526006,-71.4128343,41.8239891
https://en.wikipedia.org/wiki/Lemuel_Hopkins,Lemuel Hopkins,1750,1801,"Waterbury, Connecticut","Hartford, Connecticut",-72.792987,41.5545945,-72.6908547,41.764582
https://en.wikipedia.org/wiki/Jay_Hopler,Jay Hopler,1970,,,,0,0,0,0
https://en.wikipedia.org/wiki/George_Moses_Horton,George Moses Horton,1797,1884,,,0,0,0,0
https://en.wikipedia.org/wiki/Joan_Houlihan,Joan Houlihan,,,,,0,0,0,0
https://en.wikipedia.org/wiki/Diana_Der_Hovanessian,Diana Der Hovanessian,1934,2018,"Worcester, Massachusetts",,-71.8018877,42.2625621,0,0
https://en.wikipedia.org/wiki/Richard_Howard,Richard Howard,1929,1922,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_E._Howard,Robert E. Howard,1906,1936,"Peaster, Texas","Cross Plains, Texas",-97.8667017,32.8720699,-99.1654444,32.1262459
https://en.wikipedia.org/wiki/Emeline_Harriet_Howe,Emeline Harriet Howe,1844,1934,"West Hickory, Pennsylvania",California,-79.4081021,41.5686727,-118.755997,36.7014631
https://en.wikipedia.org/wiki/Fanny_Howe,Fanny Howe,1940,,"Buffalo, New York",,-78.8783922,42.8867166,0,0
https://en.wikipedia.org/wiki/Julia_Ward_Howe,Julia Ward Howe,1819,1910,,"Portsmouth, Rhode Island",0,0,-71.27037832834260,41.5524614
https://en.wikipedia.org/wiki/Marie_Howe,Marie Howe,1950,,"Rochester, New York",,-77.615214,43.157285,0,0
https://en.wikipedia.org/wiki/Susan_Howe,Susan Howe,1937,,Boston,,-71.060511,42.3554334,0,0
https://en.wikipedia.org/wiki/Elizabeth_Orpha_Sampson_Hoyt,Elizabeth Orpha Sampson Hoyt,1828,1912,"Athens, Ohio",,-82.0610404,39.355589,0,0
https://en.wikipedia.org/wiki/Helen_Hoyt,Helen Hoyt,1887,1972,,,0,0,0,0
https://en.wikipedia.org/wiki/Detrick_Hughes,Detrick Hughes,1966,,"Beaumont, Texas",,-94.1018461,30.0860459,0,0
https://en.wikipedia.org/wiki/Langston_Hughes,Langston Hughes,1902,1967,"Joplin, Missouri",,-94.5133385,37.0841838,0,0
https://en.wikipedia.org/wiki/Richard_Hugo,Richard Hugo,1923,1982,,,0,0,0,0
https://en.wikipedia.org/wiki/Constance_Hunting,Constance Hunting,1925,2006,,,0,0,0,0
https://en.wikipedia.org/wiki/Cynthia_Huntington,Cynthia Huntington,,,,,0,0,0,0
https://en.wikipedia.org/wiki/Siri_Hustvedt,Siri Hustvedt,1955,,"Northfield, Minnesota",,-93.161159,44.4582041,0,0
https://en.wikipedia.org/wiki/Helen_von_Kolnitz_Hyer,Helen von Kolnitz Hyer,1896,1983,,"Beaufort, South Carolina",0,0,-80.6923169,32.3850708
https://en.wikipedia.org/wiki/David_Ignatow,David Ignatow,1914,1997,,"East Hampton (town), New York",0,0,-73.7300977,42.6233459
