href,name,born,died,info,birthplace,deathplace,birth_lon,birth_lat,death_lon,death_lat
https://en.wikipedia.org/wiki/Stephen_Crane,Stephen Crane,1871,1900,"US novelist, short story writer and poet","Newark, New Jersey",Badenweiler,-74.17237,40.73566,7.67397,47.80255
https://en.wikipedia.org/wiki/Richard_Crashaw,Richard Crashaw,1613,1649,English Metaphysical poet,,"Loreto, Marche",0,0,13.60702,43.4395
https://en.wikipedia.org/wiki/Robert_Creeley,Robert Creeley,1926,2005,US poet,"Arlington, Massachusetts","Odessa, Texas",-71.15644,42.41537,-102.36769,31.84571
https://en.wikipedia.org/wiki/Octave_Cr%C3%A9mazie,Octave Crémazie,1827,1879,French Canadian poet,Quebec City,,-71.20841,46.81374,0,0
https://en.wikipedia.org/wiki/Ann_Batten_Cristall,Ann Batten Cristall,1769,1848,English poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Charles_Cros,Charles Cros,1842,1888,French poet and inventor,,,0,0,0,0
https://en.wikipedia.org/wiki/Aleister_Crowley,Aleister Crowley,1875,1947,English occultist and poet,Royal Leamington Spa,Hastings,-1.5364,52.29134,0.58247,50.85539
https://en.wikipedia.org/wiki/Andrew_Crozier,Andrew Crozier,1943,2008,English poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Csan%C3%A1dy,György Csanády,1895,1952,Hungarian poet and journalist,,,0,0,0,0
https://en.wikipedia.org/wiki/S%C3%A1ndor_Cso%C3%B3ri,Sándor Csoóri,1930,2016,"Hungarian poet, essayist and politician",Zámoly,Üröm,18.41397,47.31831,19.01343,47.5987
https://en.wikipedia.org/wiki/Cui_Hao_(poet),Cui Hao,0,0,Tang Dynasty Chinese poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Countee_Cullen,Countee Cullen,1903,1946,US poet,"Baltimore, Maryland",,-76.61076,39.29088,0,0
https://en.wikipedia.org/wiki/Necati_Cumal%C4%B1,Necati Cumalı,1921,2001,"Turkish writer of fiction writer, essayist and poet",Florina,Istanbul,131.91144,-14.51812,28.97587,41.00638
https://en.wikipedia.org/wiki/E._E._Cummings,E. E. Cummings,1894,1962,"US poet, essayist and playwright","Cambridge, Massachusetts","Madison, New Hampshire",-71.104,42.36558,-71.14883,43.89937
https://en.wikipedia.org/wiki/Allan_Cunningham_(author),Allan Cunningham,1784,1842,Scottish poet and author,,,0,0,0,0
https://en.wikipedia.org/wiki/James_Vincent_Cunningham,James Vincent Cunningham,1911,1985,"US poet, literary critic and teacher",,,0,0,0,0
https://en.wikipedia.org/wiki/Allen_Curnow,Allen Curnow,1911,2001,New Zealand poet and journalist,Timaru,,171.25098,-44.39303,0,0
https://en.wikipedia.org/wiki/Ivor_Cutler,Ivor Cutler,1923,2006,"Scottish poet, songwriter and humorist",,,0,0,0,0
https://en.wikipedia.org/wiki/J%C3%B3zef_Czechowicz,Józef Czechowicz,1903,1939,Polish poet,Lublin,Lublin,22.5701,51.25056,22.5701,51.25056
https://en.wikipedia.org/wiki/Gergely_Czuczor,Gergely Czuczor,1800,1866,"Hungarian poet, monk and academic",Andovce,"Pest, Hungary",18.10421,47.99501,19.05298,47.49422
https://en.wikipedia.org/wiki/Tytus_Czy%C5%BCewski,Tytus Czyżewski,1880,1945,"Polish poet, playwright and painter",,,0,0,0,0
https://en.wikipedia.org/wiki/Dalpatram,Dalpatram,1820,1898,Indian Gujarati language poet,Wadhwan,,71.67239,22.7028,0,0
https://en.wikipedia.org/wiki/Roque_Dalton,Roque Dalton,1935,1975,Salvador poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Ruby_Dhal,Ruby Dhal,1994,0,British-Afghan poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Sapardi_Djoko_Damono,Sapardi Djoko Damono,1940,2020,Indonesian poet,Surakarta,South Tangerang,110.82845,-7.56925,106.70857,-6.3227
https://en.wikipedia.org/wiki/Samuel_Daniel,Samuel Daniel,1562,1619,English poet and historian,Somerset,Beckington,-3.07539,51.16175,-2.2693,51.26678
https://en.wikipedia.org/wiki/David_Daniels_(poet),David Daniels,1933,2008,US visual poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Jeffrey_Daniels_(author),Jeffrey Daniels,0,0,African-US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Thomas_of_Britain,Thomas d'Angleterre,0,0,,,,0,0,0,0
https://en.wikipedia.org/wiki/Gabriele_D%27Annunzio,Gabriele D'Annunzio,1863,1938,"Italian poet, journalist, novelist and dramatist",,,0,0,0,0
https://en.wikipedia.org/wiki/Hugh_Antoine_d%27Arcy,Hugh Antoine d'Arcy,1843,1925,French-born poet and writer,,,0,0,0,0
https://en.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo,Rubén Darío,1867,1916,Nicaraguan poet initiating modernismo,Ciudad Darío,"León, Nicaragua",-86.16422,12.67926,-86.59182,12.61977
https://en.wikipedia.org/wiki/Keki_N._Daruwalla,Keki Daruwalla,1937,0,Indian poet and fiction writer in English,,,0,0,0,0
https://en.wikipedia.org/wiki/Erasmus_Darwin,Erasmus Darwin,1731,1802,English poet and herbalist,Elston,Breadsall,-3.72656,50.81054,-1.45304,52.95091
https://en.wikipedia.org/wiki/Mahmoud_Darwish,Mahmoud Darwish,1941,2008,Palestinian poet and author,Al-Birwa,,71.86064,-5.34971,0,0
https://en.wikipedia.org/wiki/Elizabeth_Daryush,Elizabeth Daryush,1887,1977,English poet; daughter of Robert Bridges,,,0,0,0,0
https://en.wikipedia.org/wiki/Jibanananda_Das,Jibanananda Das,1899,1954,Bengali poet and author,Barisal,Calcutta,90.3548,22.4934,88.3639,22.57265
https://en.wikipedia.org/wiki/Petter_Dass,Petter Dass,0,1707,Norwegian poet,"Herøy, Nordland",Alstahaug,11.60607,66.13291,12.43178,65.86742
https://en.wikipedia.org/wiki/Mina_Dastgheib,Mina Dastgheib,1943,0,Iranian poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Ren%C3%A9_Daumal,René Daumal,1908,1944,French para-surrealist writer and poet,Boulzicourt,,4.69447,49.69496,0,0
https://en.wikipedia.org/wiki/Jean_Daurat,Jean Daurat,1508,1588,"French poet, scholar and La Pléiade member",,,0,0,0,0
https://en.wikipedia.org/wiki/La_Pl%C3%A9iade,La Pléiade,1508,1588,"French poet, scholar and La Pléiade member",,,0,0,0,0
https://en.wikipedia.org/wiki/William_Davenant,William Davenant,1606,1668,English poet and playwright,Oxford,,-1.25785,51.75201,0,0
https://en.wikipedia.org/wiki/Guy_Davenport,Guy Davenport,1927,2005,"US writer, translator and illustrator","Anderson, South Carolina","Lexington, Kentucky",-82.65296,34.52583,-84.49704,38.04641
https://en.wikipedia.org/wiki/Donald_Davidson_(poet),Donald Davidson,1893,1968,,"Campbellsville, Tennessee","Nashville, Tennessee",-87.13057,35.3373,-86.7743,36.16228
https://en.wikipedia.org/wiki/John_Davidson_(poet),John Davidson,1857,1909,"Scottish balladeer, playwright and novelist",Barrhead,Penzance,-114.4748,54.16887,-5.53525,50.11948
https://en.wikipedia.org/wiki/Lucretia_Maria_Davidson,Lucretia Maria Davidson,1808,1825,US poet,"Plattsburgh (city), New York",,-73.44645,44.69672,0,0
https://en.wikipedia.org/wiki/Donald_Davie,Donald Davie,1922,1995,English poet and critic,,,0,0,0,0
https://en.wikipedia.org/wiki/Alan_Davies_(poet),Alan Davies,1951,0,"US poet, critic and editor",,,0,0,0,0
https://en.wikipedia.org/wiki/Hugh_Sykes_Davies,Hugh Sykes Davies,1909,1984,"English poet, novelist and communist",,Cambridge,0,0,0.11866,52.20553
https://en.wikipedia.org/wiki/Sir_John_Davies,Sir John Davies,1569,1626,"English poet, lawyer and politician",Wiltshire,Englefield House,-1.90325,51.32416,-1.10588,51.44308
https://en.wikipedia.org/wiki/W._H._Davies,W. H. Davies,1871,1940,Welsh poet and writer,"Newport, Wales",Nailsworth,-2.9975,51.58823,-2.21856,51.69524
https://en.wikipedia.org/wiki/Jon_Davis_(poet),Jon Davis,0,0,,,,0,0,0,0
https://en.wikipedia.org/wiki/Edward_Davison_(poet),Edward Davison,1898,1970,Scottish-US poet and critic; father of poet Peter Davison,,,0,0,0,0
https://en.wikipedia.org/wiki/Peter_Davison_(poet),Peter Davison,1928,2004,"US poet, essayist and editor; son of poet Edward Davison",,,0,0,0,0
https://en.wikipedia.org/wiki/Denis_Davydov,Denis Davydov,1784,1839,Russian soldier-poet of Napoleonic Wars,,Simbirsk Governorate,0,0,0,0
https://en.wikipedia.org/wiki/Dayaram,Dayaram,1777,1853,Gujarati language poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Gujarati_language,Gujarati language,1777,1853,Gujarati language poet,,,0,0,0,0
https://en.wikipedia.org/wiki/G%C3%A1bor_Dayka,Gábor Dayka,1769,1796,Hungarian poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Cecil_Day-Lewis,Cecil Day-Lewis,1904,1972,Anglo-Irish poet; UK Poet Laureate ,County Laois,Monken Hadley,-7.39803,52.99846,-0.19228,51.66201
https://en.wikipedia.org/wiki/James_Deahl,James Deahl,1945,0,Canadian poet and publisher,,,0,0,0,0
https://en.wikipedia.org/wiki/Dulcie_Deamer,Dulcie Deamer,1890,1972,Australian poet and novelist,Christchurch,"Randwick, New South Wales",172.63643,-43.53096,151.24403,-33.94552
https://en.wikipedia.org/wiki/John_F._Deane,John F. Deane,1943,0,Irish poet and novelist,,,0,0,0,0
https://en.wikipedia.org/wiki/Ale%C5%A1_Debeljak,Aleš Debeljak,1961,2016,"Slovenian critic, poet and essayist",Ljubljana,,14.50693,46.05003,0,0
https://en.wikipedia.org/wiki/Jean_Louis_De_Esque,Jean Louis De Esque,1879,1956,US poet and author,,,0,0,0,0
https://en.wikipedia.org/wiki/Madeline_DeFrees,Madeline DeFrees,1919,2015,US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Jacek_Dehnel,Jacek Dehnel,1980,0,"Polish poet, translator and painter",Gdańsk,,18.65402,54.34829,0,0
https://en.wikipedia.org/wiki/Thomas_Dekker_(writer),Thomas Dekker,1572,1641,English Elizabethan dramatist and pamphleteer,Kingdom of England,Kingdom of England,-0.12814,51.50041,-0.12814,51.50041
https://en.wikipedia.org/wiki/Sor_Juana_In%C3%A9s_de_la_Cruz,Sor Juana Inés de la Cruz,1651,1695,Mexican poet,Tepetlixpa,,-98.84231,19.01393,0,0
https://en.wikipedia.org/wiki/Baltasar_del_Alc%C3%A1zar,Baltasar del Alcázar,1530,1606,Spanish poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Walter_de_la_Mare,Walter de la Mare,1873,1956,"English poet, short story writer and novelist","Charlton, London",Twickenham,0.03654,51.48261,-0.32819,51.44674
https://en.wikipedia.org/wiki/Leconte_de_Lisle,Leconte de Lisle,1818,1894,French poet of Parnassian movement,"Saint-Paul, Réunion",Louveciennes,55.27716,-21.00061,2.11306,48.8617
https://en.wikipedia.org/wiki/Christine_De_Luca,Christine De Luca,1947,0,Scottish poet in English and Shetland dialect,"Shetland, Scotland",,-1.33333,60.33333,0,0
https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Malherbe,François de Malherbe,1555,1628,"French poet, critic and translator",,,0,0,0,0
https://en.wikipedia.org/wiki/Alfred_de_Musset,Alfred de Musset,1810,1857,French poet,,,0,0,0,0
https://en.wikipedia.org/wiki/G%C3%A9rard_de_Nerval,Gérard de Nerval,1808,1855,"French poet, essayist and translator",,,0,0,0,0
https://en.wikipedia.org/wiki/Sir_John_Denham,Sir John Denham,0,0,English poet and courtier,,,0,0,0,0
https://en.wikipedia.org/wiki/Tory_Dent,Tory Dent,1958,2005,"US poet, critic and commentator",,,0,0,0,0
https://en.wikipedia.org/wiki/%C3%89variste_de_Parny,Évariste de Parny,1753,1814,French poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Regina_Derieva,Regina Derieva,1949,2013,Russian poet and writer,,,0,0,0,0
https://en.wikipedia.org/wiki/Johan_Andreas_D%C3%A8r_Mouw,Johan Andreas Dèr Mouw,1863,1919,Dutch poet and philosopher,Westervoort,The Hague,5.96827,51.95976,4.26968,52.07495
https://en.wikipedia.org/wiki/Toi_Derricotte,Toi Derricotte,1941,0,African-US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Eustache_Deschamps,Eustache Deschamps,1346,1406,medieval French poet,,,0,0,0,0
"https://en.wikipedia.org/wiki/John_Warren,_3rd_Baron_de_Tabley",Lord de Tabley,1835,1895,poet and botanist,,,0,0,0,0
https://en.wikipedia.org/wiki/Babette_Deutsch,Babette Deutsch,1895,1982,"US poet, critic and novelist",New York City,,-74.00602,40.71273,0,0
https://en.wikipedia.org/wiki/Lope_de_Vega,Lope de Vega,1562,1635,Spanish playwright and poet,Madrid,,-3.70358,40.4167,0,0
"https://en.wikipedia.org/wiki/Edward_de_Vere,_17th_Earl_of_Oxford","Edward de Vere, 17th Earl of Oxford",0,0,,,,0,0,0,0
https://en.wikipedia.org/wiki/Alfred_de_Vigny,Alfred de Vigny,1797,1863,"French poet, playwright and novelist",Loches,,0.99795,47.12817,0,0
https://en.wikipedia.org/wiki/Lakshmi_Prasad_Devkota,Lakshmi Prasad Devkota,1909,1959,Nepali poet and essayist,,,0,0,0,0
https://en.wikipedia.org/wiki/Phillippa_Yaa_de_Villiers,Phillippa Yaa de Villiers,1966,0,South African poet and performance artist,Hillbrow,,28.04833,-26.18806,0,0
https://en.wikipedia.org/wiki/Imtiaz_Dharker,Imtiaz Dharker,1954,0,"Pakistan-born British poet, artist and filmmaker",,,0,0,0,0
https://en.wikipedia.org/wiki/Dhurjati,Dhurjati,0,0,Telugu language poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Sou%C3%A9loum_Diagho,Souéloum Diagho,0,0,Tuareg poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Pier_Giorgio_Di_Cicco,Pier Giorgio Di Cicco,1949,2019,Italian-Canadian poet; Poet Laureate of Toronto,,,0,0,0,0
https://en.wikipedia.org/wiki/Jennifer_K_Dick,Jennifer K Dick,1970,0,US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/James_Dickey,James Dickey,1923,1997,US poet and novelist; US Poet Laureate,"Atlanta, Georgia",,-84.39026,33.74899,0,0
https://en.wikipedia.org/wiki/Emily_Dickinson,Emily Dickinson,1830,1886,US poet,"Amherst, Massachusetts",,-72.51988,42.37319,0,0
https://en.wikipedia.org/wiki/Matthew_Dickman,Matthew Dickman,1975,0,"US poet, twin of Michael Dickman",,,0,0,0,0
https://en.wikipedia.org/wiki/Michael_Dickman,Michael Dickman,1975,0,US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Blaga_Dimitrova,Blaga Dimitrova,1922,2003,Bulgarian poet and politician,,,0,0,0,0
https://en.wikipedia.org/wiki/Ramdhari_Singh_Dinkar,Ramdhari Singh Dinkar,1908,1974,"Indian Hindi poet, essayist and academic",Simaria,Madras,84.9702,24.0348,-121.12949,44.63345
https://en.wikipedia.org/wiki/Diane_di_Prima,Diane di Prima,1934,2020,US poet,Brooklyn,,-73.94972,40.6526,0,0
https://en.wikipedia.org/wiki/Paul_Dirmeikis,Paul Dirmeikis,1954,0,French poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Vladislav_Petkovi%C4%87_Dis,Vladislav Petković Dis,1880,1917,Serbian poet,Zablaće (Čačak),Ionian Sea,20.44767,43.844,18.78545,38.17135
https://en.wikipedia.org/wiki/Thomas_M._Disch,Thomas M. Disch,1940,2008,"US poet, novelist","Des Moines, Iowa","Manhattan, New York City",-93.60467,41.59103,-73.95989,40.78962
https://en.wikipedia.org/wiki/Tim_Dlugos,Tim Dlugos,1950,1990,US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Henry_Austin_Dobson,Henry Austin Dobson,1840,1921,English poet and essayist,,,0,0,0,0
https://en.wikipedia.org/wiki/Stephen_Dobyns,Stephen Dobyns,1941,0,"US author, novelist and poet",,,0,0,0,0
https://en.wikipedia.org/wiki/Lajos_D%C3%B3czi,Lajos Dóczi,1845,1918,"Hungarian playwright, poet and politician",,,0,0,0,0
https://en.wikipedia.org/wiki/Hendrik_Doeff,Hendrik Doeff,1777,1835,Dutch lexicographer and poet (in Japanese) and Commissioner in the Dejima trading post,,,0,0,0,0
https://en.wikipedia.org/wiki/Gojko_%C4%90ogo,Gojko Đogo,1940,0,Serbian poet,"Vlahovići, Ljubinje",,18.12513,43.02809,0,0
https://en.wikipedia.org/wiki/Pete_Doherty,Pete Doherty,1979,0,"English musician, songwriter and poet",,,0,0,0,0
https://en.wikipedia.org/wiki/Digby_Mackworth_Dolben,Digby Mackworth Dolben,1848,1867,English poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Joe_Dolce,Joe Dolce,1947,0,"Australian songwriter, poet and essayist",,,0,0,0,0
https://en.wikipedia.org/wiki/Mar%C3%ADa_Magdalena_Dom%C3%ADnguez,María Magdalena Domínguez,1922,2021,Spanish poet,,,0,0,0,0
https://en.wikipedia.org/wiki/John_Donne,John Donne,1572,1631,"English poet, satirist and Anglican cleric",,,0,0,0,0
https://en.wikipedia.org/wiki/H.D.,H.D.,1886,1961,US Imagist poet,"Bethlehem, Pennsylvania",Zürich,-75.37865,40.61789,8.54104,47.37445
https://en.wikipedia.org/wiki/Ap_Chuni_Dorji,Ap Chuni Dorji,0,0,,,,0,0,0,0
https://en.wikipedia.org/wiki/Edward_Dorn,Edward Dorn,1929,1999,US poet and teacher,"Villa Grove, Illinois",Denver,-88.15253,39.86547,-104.98486,39.73924
https://en.wikipedia.org/wiki/Tishani_Doshi,Tishani Doshi,1975,0,Indian English poet and journalist,,,0,0,0,0
https://en.wikipedia.org/wiki/Mark_Doty,Mark Doty,1953,0,US poet and memoirist,"Maryville, Tennessee",,-83.97046,35.75647,0,0
https://en.wikipedia.org/wiki/Sarah_Doudney,Sarah Doudney,1841,1926,English poet and children's writer,,,0,0,0,0
https://en.wikipedia.org/wiki/Charles_Montagu_Doughty,Charles Montagu Doughty,1843,1926,"English poet, writer and traveler",,,0,0,0,0
https://en.wikipedia.org/wiki/Alice_May_Douglas,Alice May Douglas,1865,1943,US poet and author,"Bath, Maine",,-69.81417,43.91347,0,0
https://en.wikipedia.org/wiki/Gavin_Douglas,Gavin Douglas,1474,1522,"Scottish bishop, makar and translator",Tantallon Castle,,-2.65017,56.05652,0,0
https://en.wikipedia.org/wiki/Keith_Douglas,Keith Douglas,1920,1944,English war poet,Tunbridge Wells,Bayeux,0.26734,51.13715,-0.70247,49.27646
https://en.wikipedia.org/wiki/Rita_Dove,Rita Dove,1952,0,US poet and author; US Poet Laureate,"Akron, Ohio",,-81.51848,41.08306,0,0
https://en.wikipedia.org/wiki/Ernest_Dowson,Ernest Dowson,1867,1900,"English poet, novelist and short-story writer","Lee, London",Catford,0.0115,51.45661,-0.01975,51.44532
https://en.wikipedia.org/wiki/Jane_Draycott,Jane Draycott,0,0,English poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Michael_Drayton,Michael Drayton,1563,1631,English poet of Elizabethan era,,,0,0,0,0
https://en.wikipedia.org/wiki/Aleksander_Stavre_Drenova,Aleksander Stavre Drenova,1872,1947,Albanian poet,Drenovë,Bucharest,20.79205,40.58321,26.10272,44.43614
https://en.wikipedia.org/wiki/John_Drinkwater_(playwright),John Drinkwater,1882,1937,English poet and dramatist,Leytonstone,London,0.00642,51.57108,-0.14406,51.48933
https://en.wikipedia.org/wiki/Annette_von_Droste-H%C3%BClshoff,Annette von Droste-Hülshoff,1797,1848,German poet,Havixbeck,Meersburg,7.41357,51.97509,9.27197,47.69555
https://en.wikipedia.org/wiki/William_Drummond_of_Hawthornden,William Drummond,1585,1649,Scottish poet,Hawthornden Castle,,-3.14191,55.8609,0,0
https://en.wikipedia.org/wiki/William_Henry_Drummond,William Henry Drummond,1854,1907,Irish-born Canadian poet,Mohill,"Cobalt, Ontario",-7.86532,53.9218,-79.68567,47.39623
https://en.wikipedia.org/wiki/El%C5%BCbieta_Dru%C5%BCbacka,Elżbieta Drużbacka,0,0,Polish poet,,,0,0,0,0
https://en.wikipedia.org/wiki/John_Dryden,John Dryden,1631,1700,"English poet, critic and playwright",,,0,0,0,0
https://en.wikipedia.org/wiki/Toru_Dutt,Toru Dutt,1856,1877,Indian poet and translator writing in French and English,Calcutta,Calcutta,88.3639,22.57265,88.3639,22.57265
https://en.wikipedia.org/wiki/Guillaume_de_Salluste_Du_Bartas,Guillaume de Salluste Du Bartas,1544,1590,French Huguenot poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Joachim_du_Bellay,Joachim du Bellay,0,0,"French poet, critic and La Pléiade member",Liré,,-1.15232,47.31968,0,0
https://en.wikipedia.org/wiki/La_Pl%C3%A9iade,La Pléiade,0,0,"French poet, critic and La Pléiade member",,,0,0,0,0
https://en.wikipedia.org/wiki/W._E._B._Du_Bois,W. E. B. Du Bois,1868,1963,US writer and activist,"Great Barrington, Massachusetts",Accra,-73.36277,42.19394,-0.20124,5.55711
https://en.wikipedia.org/wiki/Norman_Dubie,Norman Dubie,1945,0,US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Jovan_Du%C4%8Di%C4%87,Jovan Dučić,1871,1943,"Bosnian Serb poet, writer and diplomat",Trebinje,"Gary, Indiana",18.34573,42.70983,-87.33706,41.6021
https://en.wikipedia.org/wiki/Du_Fu,Du Fu,712,770,Chinese poet of Tang Dynasty,Gongyi,,113.03912,34.6992,0,0
https://en.wikipedia.org/wiki/Du_Mu,Du Mu,803,852,Chinese poet of late Tang Dynasty,Chang'an,Chang'an,108.94234,34.26077,108.94234,34.26077
https://en.wikipedia.org/wiki/Carol_Ann_Duffy,Carol Ann Duffy,1955,0,Scottish poet and playwright; Poet Laureate of the United Kingdom,,,0,0,0,0
https://en.wikipedia.org/wiki/Alan_Dugan,Alan Dugan,1923,2003,US poet,Brooklyn,"Hyannis, Massachusetts",-73.94972,40.6526,-70.28237,41.65348
https://en.wikipedia.org/wiki/Sasha_Dugdale,Sasha Dugdale,1974,0,"English poet, playwright and translator",,,0,0,0,0
https://en.wikipedia.org/wiki/Richard_Duke,Richard Duke,1658,1711,English clergyman and poet,"London, England",,-0.14406,51.48933,0,0
https://en.wikipedia.org/wiki/Paul_Laurence_Dunbar,Paul Laurence Dunbar,1872,1906,"African-US poet, novelist and playwright","Dayton, Ohio",,-84.19161,39.75895,0,0
https://en.wikipedia.org/wiki/William_Dunbar,William Dunbar,0,0,Scots makar,,,0,0,0,0
https://en.wikipedia.org/wiki/Robert_Duncan_(poet),Robert Duncan,1919,1988,US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Camille_Dungy,Camille Dungy,1972,0,"US poet, academic and essayist","Denver, Colorado",,-104.98486,39.73924,0,0
https://en.wikipedia.org/wiki/Douglas_Dunn,Douglas Dunn,1942,0,"Scottish poet, academic and critic",,,0,0,0,0
https://en.wikipedia.org/wiki/Stephen_Dunn,Stephen Dunn,1939,2021,US poet,"Forest Hills, Queens","Frostburg, Maryland",-73.84661,40.7231,-78.92836,39.65814
https://en.wikipedia.org/wiki/Helen_Dunmore,Helen Dunmore,1952,2017,"English poet, novelist and children's writer",Beverley,Bristol,-0.43157,53.84255,-2.5973,51.4538
"https://en.wikipedia.org/wiki/Edward_Plunkett,_18th_Baron_Dunsany","Edward Plunkett, Baron Dunsany",1878,1957,Irish poet,London,Dublin,-0.14406,51.48933,-6.26056,53.34938
https://en.wikipedia.org/wiki/Lawrence_Durrell,Lawrence Durrell,1912,1990,"English novelist, poet and dramatist",Jalandhar,Sommières,75.57689,31.33238,4.09045,43.78311
https://en.wikipedia.org/wiki/Michael_Madhusudan_Dutt,Michael Madhusudan Dutt,1824,1873,Bengali poet and dramatist,Jessore District,Kolkata,89.12469,23.08424,88.3639,22.57265
https://en.wikipedia.org/wiki/Stuart_Dybek,Stuart Dybek,1942,0,"US poet, writer",,,0,0,0,0
https://en.wikipedia.org/wiki/Sir_Edward_Dyer,Sir Edward Dyer,1543,1607,English courtier and poet.,,,0,0,0,0
https://en.wikipedia.org/wiki/Bob_Dylan,Bob Dylan,1941,0,US singer-songwriter and writer,"Duluth, Minnesota",,-92.12512,46.77293,0,0
https://en.wikipedia.org/wiki/Joan_Adeney_Easdale,Joan Adeney Easdale,1913,1998,English poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Richard_Eberhart,Richard Eberhart,1904,2005,US poet,"Austin, Minnesota","Hanover, New Hampshire",-92.97449,43.66809,-72.28867,43.70362
https://en.wikipedia.org/wiki/Hushang_Ebtehaj,Houshang Ebtehaj,1928,2022,Iranian poet,,Cologne,0,0,0.9775,43.72183
https://en.wikipedia.org/wiki/Russell_Edson,Russell Edson,1935,2014,"US poet, novelist and illustrator",,,0,0,0,0
https://en.wikipedia.org/wiki/Terry_Ehret,Terry Ehret,1955,0,US poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Max_Ehrmann,Max Ehrmann,1872,1945,"US writer, poet, and attorney","Terre Haute, Indiana",,-87.41391,39.4667,0,0
https://en.wikipedia.org/wiki/Joseph_Freiherr_von_Eichendorff,Joseph Freiherr von Eichendorff,1788,1857,German poet and novelist,,"Nysa, Poland",0,0,17.33247,50.4738
https://en.wikipedia.org/wiki/Krist%C3%ADn_Eir%C3%ADksd%C3%B3ttir,Kristín Eiríksdóttir,1981,0,Icelandic poet,,,0,0,0,0
https://en.wikipedia.org/wiki/George_Eliot,George Eliot,1819,1880,"English novelist, journalist and translator",Nuneaton,"Chelsea, London",-1.46845,52.52462,-0.1687,51.48752
https://en.wikipedia.org/wiki/T._S._Eliot,T. S. Eliot,1888,1965,"US/English publisher, playwright and critic","St. Louis, Missouri",London,-90.19102,38.62803,-0.14406,51.48933
https://en.wikipedia.org/wiki/Ebenezer_Elliott,Ebenezer Elliott,0,0,English poet,,,0,0,0,0
https://en.wikipedia.org/wiki/Royston_Ellis,Royston Ellis,1941,0,English poet,Pinner,Sri Lanka,-0.37701,51.59687,80.71378,7.55549
https://en.wikipedia.org/wiki/Paul_%C3%89luard,Paul Éluard,1895,1952,French poet,,Charenton-le-Pont,0,0,2.41595,48.81985
https://en.wikipedia.org/wiki/Odysseus_Elytis,Odysseus Elytis,1911,1996,,Heraklion,Athens,30.12081,31.30298,-83.3764,33.95977
https://en.wikipedia.org/wiki/Claudia_Emerson,Claudia Emerson,1957,2014,US poet; Poet Laureate of Virginia,"Chatham, Virginia","Richmond, Virginia",-79.39808,36.82569,-77.43428,37.53851
https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson,Ralph Waldo Emerson,1803,1882,"US essayist, lecturer and poet",Boston,"Concord, Massachusetts",-71.06051,42.35543,-71.3489,42.46052
https://en.wikipedia.org/wiki/Gevorg_Emin,Gevorg Emin,1918,1998,"Armenian poet, essayist and translator",Ashtarak,Yerevan,44.35795,40.29127,44.51262,40.17771
https://en.wikipedia.org/wiki/Mihai_Eminescu,Mihai Eminescu,1850,1889,"Romanian poet, novelist and journalist",Botoșani,Bucharest,26.75933,47.85283,26.10272,44.43614
https://en.wikipedia.org/wiki/William_Empson,William Empson,1906,1984,English literary critic and poet,Yokefleet,,-0.75905,53.7086,0,0
https://en.wikipedia.org/wiki/Yunus_Emre,Yunus Emre,0,0,Turkish poet and Sufi mystic,Sivrihisar,"Yunusemre, Mihalıçcık",31.5368,39.45103,31.4814,39.7001
https://en.wikipedia.org/wiki/Michael_Ende,Michael Ende,1929,1995,German fantasy and children's writer and poet,Garmisch-Partenkirchen,Filderstadt,11.09628,47.49237,9.21787,48.65926
https://en.wikipedia.org/wiki/Leszek_Engelking,Leszek Engelking,1955,0,"Polish, poet, fiction writer and translator",Bytom,,18.87153,50.36574,0,0
